[2023-05-29T15:37:25.846457+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.679878+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.723840+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.764122+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.805793+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.850501+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.890366+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.923641+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.958464+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.991079+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:27.023940+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:38:27.791610+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:27.908216+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:33.364594+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:44.099725+00:00] main.ERROR: There are no commands defined in the "cron" namespace.
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(701): Symfony\Component\Console\Application->findNamespace()
#1 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#2 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#3 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#4 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#5 {main} [] []
[2023-05-29T17:06:24.307699+00:00] main.ERROR: There are no commands defined in the "cron" namespace.
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(701): Symfony\Component\Console\Application->findNamespace()
#1 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#2 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#3 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#4 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#5 {main} [] []
[2023-05-29T17:08:29.007995+00:00] main.ERROR: Command "indexer:reindex " is not defined.

Did you mean one of these?
    indexer:info
    indexer:reindex
    indexer:reset
    indexer:set-dimensions-mode
    indexer:set-mode
    indexer:show-dimensions-mode
    indexer:show-mode
    indexer:status
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#1 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#2 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#3 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#4 {main} [] []
[2023-05-29T17:08:29.611254+00:00] main.ERROR: Command "setup:upgrade " is not defined.

Did you mean one of these?
    setup:backup
    setup:config:set
    setup:db-data:upgrade
    setup:db-declaration:generate-patch
    setup:db-declaration:generate-whitelist
    setup:db-schema:upgrade
    setup:db:status
    setup:di:compile
    setup:install
    setup:performance:generate-fixtures
    setup:rollback
    setup:static-content:deploy
    setup:store-config:set
    setup:uninstall
    setup:upgrade
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#1 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#2 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#3 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#4 {main} [] []
[2023-05-29T17:09:38.358842+00:00] main.ERROR: Please upgrade your database: Run "bin/magento setup:upgrade" from the Magento root directory.
The following modules are outdated:
Boolfly_MomoWallet schema: current version - none, required version - 1.0.0
Boolfly_MomoWallet data: current version - none, required version - 1.0.0
Boolfly_ZaloPay schema: current version - none, required version - 1.0.0
Boolfly_ZaloPay data: current version - none, required version - 1.0.0
Modules_ExchangeRate schema: current version - none, required version - 1.0.0
Modules_ExchangeRate data: current version - none, required version - 1.0.0
Modules_News schema: current version - none, required version - 1.0.0
Modules_News data: current version - none, required version - 1.0.0
Modules_Weather schema: current version - none, required version - 1.0.0
Modules_Weather data: current version - none, required version - 1.0.0 [] []
[2023-05-29T17:12:18.089321+00:00] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2023-05-29T17:12:18.102369+00:00] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2023-05-29T17:12:18.103064+00:00] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2023-05-29T17:12:18.103537+00:00] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2023-05-29T17:12:18.103953+00:00] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2023-05-29T17:12:18.104363+00:00] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2023-05-29T17:12:18.104763+00:00] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2023-05-29T17:12:18.105160+00:00] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2023-05-29T17:12:18.105556+00:00] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2023-05-29T17:12:18.106020+00:00] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2023-05-29T17:12:18.106452+00:00] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2023-05-29T17:12:18.106874+00:00] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2023-05-29T17:12:18.107345+00:00] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2023-05-29T17:12:18.107808+00:00] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2023-05-29T17:12:18.108239+00:00] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2023-05-29T17:12:18.108650+00:00] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2023-05-29T17:12:18.109047+00:00] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2023-05-29T17:12:18.109444+00:00] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2023-05-29T17:12:18.109897+00:00] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2023-05-29T17:12:18.110335+00:00] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2023-05-29T17:12:18.110865+00:00] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2023-05-29T17:12:18.111356+00:00] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2023-05-29T17:12:18.111815+00:00] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2023-05-29T17:12:18.112264+00:00] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2023-05-29T17:12:18.112707+00:00] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2023-05-29T17:12:18.113180+00:00] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2023-05-29T17:12:18.113629+00:00] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2023-05-29T17:12:18.114062+00:00] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2023-05-29T17:12:18.114472+00:00] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2023-05-29T17:12:18.114961+00:00] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2023-05-29T17:12:18.115393+00:00] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2023-05-29T17:12:18.115847+00:00] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2023-05-29T17:12:18.116244+00:00] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2023-05-29T17:12:18.116659+00:00] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2023-05-29T17:12:18.117085+00:00] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2023-05-29T17:12:18.117508+00:00] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2023-05-29T17:12:18.117913+00:00] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2023-05-29T17:12:18.118333+00:00] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2023-05-29T17:12:18.118751+00:00] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2023-05-29T17:12:18.119177+00:00] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2023-05-29T17:12:18.119603+00:00] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2023-05-29T17:12:18.120010+00:00] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2023-05-29T17:12:18.120430+00:00] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2023-05-29T17:12:18.120836+00:00] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2023-05-29T17:12:18.121251+00:00] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2023-05-29T17:12:18.121659+00:00] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2023-05-29T17:12:18.122074+00:00] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2023-05-29T17:12:18.122489+00:00] main.INFO: Add of item with id Magento_MediaGalleryUi::media was processed [] []
[2023-05-29T17:12:18.122949+00:00] main.INFO: Add of item with id Magento_MediaGalleryUi::media_gallery was processed [] []
[2023-05-29T17:12:18.123364+00:00] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2023-05-29T17:12:18.123788+00:00] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2023-05-29T17:12:18.124193+00:00] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2023-05-29T17:12:18.124629+00:00] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2023-05-29T17:12:18.125055+00:00] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2023-05-29T17:12:18.125461+00:00] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2023-05-29T17:12:18.125876+00:00] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
